propertyid,address,city,state,zipcode,price,bedrooms,bathrooms,squarefeet,geometry
38167625,10631 N KENDALL DR STE 280,Miami,FL,33176,25000.0,0.0,2.4041736648413257,3047.0232576541885,POINT(-80.364233 25.688153)
38188500,1101 SW 93RD AVE,Miami,FL,33174,2002.0,0.0,2.4041736648413257,3047.0232576541885,POINT(-80.34595 25.758956)
38378571,3242 NW 4TH ST,Miami,FL,33125,3200.0,0.0,2.4041736648413257,3047.0232576541885,POINT(-80.248552 25.776232)
38561002,133 NE 2ND AVE APT 2907,Miami,FL,33132,225000.0,1.0,1.0,651.0,POINT(-80.190078 25.775908)
38561000,1050 NW 193RD ST,Miami,FL,33169,578501.0567366581,3.0,2.0,2630.0,POINT(-80.218569 25.950815)
38561006,1050 NW 1ST ST,Miami,FL,33128,1680000.0,42.0,21.0,17601.0,POINT(-80.212651 25.774278)
38561003,1021 NW NORTH RIVER DR,Miami,FL,33136,205000.0,2.0,1.0,1293.0,POINT(-80.211649 25.782415)
38522679,3536 FROW AVE,Miami,FL,33133,578501.0567366581,5.0,3.0,3976.0,POINT(-80.250662 25.72895)
38522694,2575 S BAYSHORE DR APT 4A,Miami,FL,33133,578501.0567366581,2.0,2.0,1805.0,POINT(-80.233506 25.73288)
38522696,1865 BRICKELL AVE APT A2114,Miami,FL,33129,564800.0,2.0,2.0,1723.0,POINT(-80.196305 25.754149)
38522699,2545 S BAYSHORE DR APT 312,Miami,FL,33133,578501.0567366581,2.0,1.0,671.0,POINT(-80.233492 25.733368)
38522701,1865 BRICKELL AVE APT A2108,Miami,FL,33129,215000.0,2.0,2.0,1661.0,POINT(-80.196305 25.754149)
38522700,1865 BRICKELL AVE APT A2113,Miami,FL,33129,185000.0,2.0,2.0,1467.0,POINT(-80.196305 25.754149)
38522708,200 BISCAYNE BOULEVARD WAY APT 4408,Miami,FL,33131,780000.0,2.0,2.5,1500.0,POINT(-80.189544 25.770527)
38522718,3629 FROW AVE,Miami,FL,33133,578501.0567366581,2.0,1.0,1016.0,POINT(-80.252135 25.729283)
38522723,3585 FLORIDA AVE,Miami,FL,33133,578501.0567366581,3.0,1.0,1132.0,POINT(-80.251171 25.728669)
38522730,1101 SUNSET RD,Miami,FL,33143,3250000.0,5.0,4.0,5028.0,POINT(-80.273478 25.705226)
38522738,690 SW 1ST CT APT 1230,Miami,FL,33130,130000.0,3.253236331756704,1.0,638.0,POINT(-80.196227 25.7679)
38522750,1865 BRICKELL AVE,Miami,FL,33129,0.0,3.0,3.0,3842.0,POINT(-80.196305 25.754149)
38522757,1865 BRICKELL AVE APT A2106,Miami,FL,33129,189900.0,1.0,1.5,1064.0,POINT(-80.196305 25.754149)
38522769,1865 BRICKELL AVE APT A2111,Miami,FL,33129,180000.0,2.0,2.0,1362.0,POINT(-80.196305 25.754149)
38522771,3510 FROW AVE,Miami,FL,33133,578501.0567366581,2.0,1.0,4076.0,POINT(-80.250217 25.728979)
38522778,730 NW 18TH AVE,Miami,FL,33125,485000.0,2.0,1.0,1860.0,POINT(-80.224704 25.780492)
38522791,335 S BISCAYNE BLVD APT 1104,Miami,FL,33131,470000.0,1.0,1.0,846.0,POINT(-80.185408 25.771612)
38522803,690 SW 1ST CT APT 2528,Miami,FL,33130,270000.0,3.253236331756704,1.0,638.0,POINT(-80.196227 25.7679)
38522802,1050 BRICKELL AVE APT 1608,Miami,FL,33131,305000.0,1.0,1.0,731.0,POINT(-80.192195 25.763279)
38522814,690 SW 1ST CT APT 1430,Miami,FL,33130,270000.0,3.253236331756704,1.0,638.0,POINT(-80.196227 25.7679)
38522823,1865 BRICKELL AVE APT A2011,Miami,FL,33129,400000.0,2.0,2.0,1362.0,POINT(-80.196305 25.754149)
38522822,1865 BRICKELL AVE APT A2104,Miami,FL,33129,85000.0,1.0,1.5,868.0,POINT(-80.196305 25.754149)
38522834,1050 BRICKELL AVE APT 1408,Miami,FL,33131,138000.0,1.0,1.0,731.0,POINT(-80.192195 25.763279)
38522836,690 SW 1ST CT APT 1530,Miami,FL,33130,240000.0,3.253236331756704,1.0,638.0,POINT(-80.196227 25.7679)
38522852,2470 SW 153RD PASS,Miami,FL,33185,375000.0,4.0,3.0,2110.0,POINT(-80.4441 25.743602)
38522864,3648 OAK AVE,Miami,FL,33133,605000.0,3.0,3.0,2427.0,POINT(-80.252588 25.729574)
38522858,15374 SW 25TH TER,Miami,FL,33185,311000.0,3.0,2.5,1959.0,POINT(-80.443644 25.743023)
38522887,1050 BRICKELL AVE APT 2408,Miami,FL,33131,267500.0,1.0,1.0,731.0,POINT(-80.192195 25.763279)
38522886,3900 BISCAYNE BLVD # S-1106,Miami,FL,33137,551300.0,1.0,1.0,699.0,POINT(-80.189633 25.813714)
38522891,12327 SW 148TH TER,Miami,FL,33186,115000.0,3.0,2.0,1464.0,POINT(-80.393199 25.630241)
38522900,15368 SW 25TH TER,Miami,FL,33185,470000.0,4.0,3.0,2110.0,POINT(-80.443534 25.743027)
38522896,8131 SW 92ND AVE,Miami,FL,33173,184000.0,3.0,2.0,2474.0,POINT(-80.341596 25.693244)
38522909,3101 N COUNTRY CLUB DR APT 306,Miami,FL,33180,178000.0,1.0,1.0,717.0,POINT(-80.137581 25.967032)
38522914,1865 BRICKELL AVE APT A1901,Miami,FL,33129,238700.0,3.253236331756704,2.4041736648413257,1661.0,POINT(-80.196305 25.754149)
38522910,1865 BRICKELL AVE APT A2004,Miami,FL,33129,165000.0,1.0,1.5,868.0,POINT(-80.196305 25.754149)
38522921,15250 SW 25TH TER,Miami,FL,33185,225000.0,3.0,2.5,1959.0,POINT(-80.441416 25.743081)
38522919,1865 BRICKELL AVE APT A2014,Miami,FL,33129,450000.0,2.0,2.0,1723.0,POINT(-80.196305 25.754149)
38522918,3900 BISCAYNE BLVD # S-804,Miami,FL,33137,535300.0,1.0,1.0,780.0,POINT(-80.189633 25.813714)
38522928,9380 SW 77TH ST,Miami,FL,33173,578501.0567366581,5.0,3.0,3002.0,POINT(-80.345999 25.69695)
38522933,4131 EL PRADO BLVD,Miami,FL,33133,960000.0,3.0,3.0,2294.0,POINT(-80.259888 25.717785)
38522936,1865 BRICKELL AVE APT A2010,Miami,FL,33129,340000.0,1.0,1.5,1056.0,POINT(-80.196305 25.754149)
38522935,910 NW 134TH PL,Miami,FL,33182,315000.0,3.0,2.0,1747.0,POINT(-80.413489 25.777969)
38522934,788 NW 22ND ST,Miami,FL,33127,1000000.0,3.253236331756704,2.4041736648413257,3349.0,POINT(-80.2052 25.8138)
38522944,1865 BRICKELL AVE APT A1906,Miami,FL,33129,350000.0,3.253236331756704,2.4041736648413257,1064.0,POINT(-80.196305 25.754149)
38522940,9817 SW 146TH CT,Miami,FL,33186,578501.0567366581,2.0,2.0,1167.0,POINT(-80.431199 25.675726)
38522938,737 NW 18TH PL,Miami,FL,33125,578501.0567366581,3.253236331756704,2.4041736648413257,3047.0232576541885,POINT(-80.225699 25.780204)
38522948,1801 NW 7TH ST,Miami,FL,33125,725000.0,3.253236331756704,2.4041736648413257,3075.0,POINT(-80.224757 25.780151)
38522960,808 NW 18TH AVE,Miami,FL,33125,578501.0567366581,3.253236331756704,2.4041736648413257,3047.0232576541885,POINT(-80.224719 25.78123)
38522961,745 NW 21ST TER,Miami,FL,33127,530000.0,3.253236331756704,2.4041736648413257,3047.0232576541885,POINT(-80.208381 25.797322)
38522971,10229 NW 9TH STREET CIR APT 202,Miami,FL,33172,146000.0,2.0,2.0,1000.0,POINT(-80.362701 25.778198)
38522977,1865 BRICKELL AVE APT A1911,Miami,FL,33129,450000.0,3.253236331756704,2.4041736648413257,1362.0,POINT(-80.196305 25.754149)
38522981,9400 SW 80TH ST,Miami,FL,33173,578501.0567366581,3.0,2.0,3397.0,POINT(-80.346163 25.694503)
38522986,16676 SW 85TH LN,Miami,FL,33193,200000.0,4.0,3.0,2159.0,POINT(-80.461909 25.685858)
38523000,16660 SW 85TH LN,Miami,FL,33193,110500.0,3.0,2.5,2016.0,POINT(-80.461768 25.685864)
38522996,11911 SW 79TH TER,Miami,FL,33183,578501.0567366581,3.0,2.0,3331.0,POINT(-80.384247 25.694371)
38523004,9240 SW 76TH TER,Miami,FL,33173,930000.0,3.0,2.0,2436.0,POINT(-80.343561 25.697735)
38523005,1050 BRICKELL AVE APT 608,Miami,FL,33131,200000.0,1.0,1.5,1066.0,POINT(-80.192195 25.763279)
38523006,3083 SW 153RD PATH,Miami,FL,33185,380000.0,3.0,2.0,1710.0,POINT(-80.443627 25.738292)
38523010,16612 SW 85TH LN,Miami,FL,33193,255000.0,3.0,2.5,2016.0,POINT(-80.46135 25.685878)
38523011,1050 BRICKELL AVE APT 2306,Miami,FL,33131,140000.0,3.253236331756704,1.0,613.0,POINT(-80.192195 25.763279)
38523015,3900 BISCAYNE BLVD # S-904,Miami,FL,33137,560800.0,1.0,1.0,780.0,POINT(-80.189633 25.813714)
38523019,8800 SW 81ST ST,Miami,FL,33173,584000.0,3.0,2.0,2709.0,POINT(-80.33585 25.69395)
38523017,3028 SW 153RD PATH,Miami,FL,33185,195000.0,2.0,2.0,1150.0,POINT(-80.444032 25.739205)
38523023,16528 SW 85TH LN,Miami,FL,33193,200000.0,4.0,2.5,2078.0,POINT(-80.460596 25.685896)
38523026,2903 NW 29TH ST,Miami,FL,33142,105000.0,4.0,2.0,1924.0,POINT(-80.242249 25.802831)
38523027,1285 NW 22ND AVE,Miami,FL,33125,54100.0,2.0,1.0,2849.0,POINT(-80.23103 25.785539)
38523030,9415 SW 78TH ST,Miami,FL,33173,411000.0,4.0,2.0,1803.0,POINT(-80.346511 25.696668)
38523034,1865 BRICKELL AVE APT A1807,Miami,FL,33129,480000.0,3.253236331756704,2.4041736648413257,1064.0,POINT(-80.196305 25.754149)
38523031,1050 BRICKELL AVE APT 408,Miami,FL,33131,152000.0,1.0,1.5,1066.0,POINT(-80.192195 25.763279)
38523039,2100 NW 13TH ST,Miami,FL,33125,350000.0,3.253236331756704,2.4041736648413257,3047.0232576541885,POINT(-80.229877 25.784785)
38523048,14995 SW 15TH LN,Miami,FL,33194,900000.0,4.0,3.0,4788.0,POINT(-80.438223 25.752517)
38523050,690 SW 1ST CT APT 1927,Miami,FL,33130,128500.0,3.253236331756704,1.0,602.0,POINT(-80.196227 25.7679)
38523067,200 BISCAYNE BOULEVARD WAY APT 4608,Miami,FL,33131,720000.0,2.0,2.5,1500.0,POINT(-80.189544 25.770527)
38523065,130 NW 199TH ST,Miami,FL,33169,107000.0,3.0,2.0,1678.0,POINT(-80.203934 25.95686)
38523063,9530 SW 78TH ST,Miami,FL,33173,149000.0,3.0,2.0,1978.0,POINT(-80.348801 25.696186)
38523069,1865 BRICKELL AVE APT A2107,Miami,FL,33129,578501.0567366581,1.0,1.5,1064.0,POINT(-80.196305 25.754149)
38523075,7635 SW 99TH CT,Miami,FL,33173,134900.0,4.0,2.0,1633.0,POINT(-80.354676 25.697164)
38523074,3900 BISCAYNE BLVD # S-504,Miami,FL,33137,499600.0,1.0,1.0,780.0,POINT(-80.189633 25.813714)
38523080,15256 SW 25TH TER,Miami,FL,33185,215000.0,3.0,2.0,1646.0,POINT(-80.441522 25.743092)
38523077,3900 BISCAYNE BLVD # S-304,Miami,FL,33137,490000.0,1.0,1.0,780.0,POINT(-80.189633 25.813714)
38523089,9360 SW 77TH ST,Miami,FL,33173,544500.0,3.0,2.0,2062.0,POINT(-80.345464 25.696985)
38523091,3651 FROW AVE,Miami,FL,33133,100.0,3.253236331756704,2.4041736648413257,3047.0232576541885,POINT(-80.251963 25.729284)
38523096,335 S BISCAYNE BLVD APT 904,Miami,FL,33131,315000.0,1.0,1.0,846.0,POINT(-80.185408 25.771612)
38523092,15214 SW 25TH TER,Miami,FL,33185,299000.0,3.0,2.5,1959.0,POINT(-80.440699 25.743118)
38523098,7761 SW 18TH TER,Miami,FL,33155,335000.0,3.0,2.0,2725.0,POINT(-80.322044 25.753398)
38523106,12312 SW 148TH TER,Miami,FL,33186,114000.0,2.0,2.0,1261.0,POINT(-80.392716 25.629898)
38523109,9355 SW 78TH ST,Miami,FL,33173,578501.0567366581,3.0,2.0,1737.0,POINT(-80.34548 25.696704)
38523104,7741 SW 18TH TER,Miami,FL,33155,578501.0567366581,3.0,2.0,1904.0,POINT(-80.321571 25.753405)
38523110,3086 SW 153RD PATH,Miami,FL,33185,159100.0,3.0,2.0,1710.0,POINT(-80.444015 25.73826)
38523125,690 SW 1ST CT APT 1728,Miami,FL,33130,158900.0,3.253236331756704,1.0,638.0,POINT(-80.196227 25.7679)
38523123,2135 NW 13TH ST,Miami,FL,33125,60000.0,2.0,1.0,1202.0,POINT(-80.230114 25.785567)
38523129,1516 SW 150TH AVE,Miami,FL,33194,485000.0,4.0,3.0,3338.0,POINT(-80.438978 25.752908)
38523131,16560 SW 85TH LN,Miami,FL,33193,163000.0,3.0,2.5,2016.0,POINT(-80.460938 25.685889)
38523137,12313 SW 147TH TER,Miami,FL,33186,100000.0,2.0,1.0,980.0,POINT(-80.392811 25.631152)
38523134,8105 SW 87TH CT,Miami,FL,33173,665000.0,3.0,2.0,2024.0,POINT(-80.334021 25.694118)
38523133,7641 SW 93RD AVE,Miami,FL,33173,290000.0,3.0,2.0,2689.0,POINT(-80.343691 25.697262)
38523141,8516 SW 165TH PL,Miami,FL,33193,245000.0,3.0,2.5,2016.0,POINT(-80.461201 25.68649)
38523148,7705 NW 10TH AVE,Miami,FL,33150,578501.0567366581,3.0,2.0,1810.0,POINT(-80.213006 25.844948)
38523152,1050 BRICKELL AVE APT 1508,Miami,FL,33131,360000.0,1.0,1.0,731.0,POINT(-80.192195 25.763279)
38523162,1865 BRICKELL AVE APT A2008,Miami,FL,33129,372000.0,2.0,2.0,1661.0,POINT(-80.196305 25.754149)
38523183,12310 SW 147TH TER,Miami,FL,33186,307900.0,2.0,1.0,980.0,POINT(-80.392628 25.630795)
38523188,1865 BRICKELL AVE APT A2001,Miami,FL,33129,475000.0,2.0,2.0,1661.0,POINT(-80.196305 25.754149)
38523197,15238 SW 25TH TER,Miami,FL,33185,275000.0,3.0,2.0,1646.0,POINT(-80.441195 25.743102)
38523194,3900 BISCAYNE BLVD # S-206,Miami,FL,33137,436300.0,1.0,1.0,699.0,POINT(-80.189633 25.813714)
38523192,3900 BISCAYNE BLVD # S-906,Miami,FL,33137,453800.0,1.0,1.0,699.0,POINT(-80.189633 25.813714)
38523200,9370 SW 77TH ST,Miami,FL,33173,410000.0,3.0,2.0,2137.0,POINT(-80.345719 25.697001)
38523205,12195 SW 152ND ST,Miami,FL,33177,925000.0,3.253236331756704,2.4041736648413257,2890.0,POINT(-80.389785 25.627419)
38523212,12326 SW 148TH TER,Miami,FL,33186,90000.0,2.0,1.0,1107.0,POINT(-80.393103 25.629887)
38523214,2150 NW 13TH ST,Miami,FL,33125,77500.0,4.0,3.0,2486.0,POINT(-80.230616 25.785449)
38523224,41 SE 5TH ST APT 610,Miami,FL,33131,235000.0,2.0,2.0,1441.0,POINT(-80.191836 25.769005)
38523221,7601 SW 99TH CT,Miami,FL,33173,578501.0567366581,3.0,1.0,1876.0,POINT(-80.354703 25.697783)
38523232,1087 SW 150TH PL,Miami,FL,33194,545600.0,5.0,4.5,3905.0,POINT(-80.439105 25.756342)
38523237,1133 SW 150TH PL,Miami,FL,33194,460000.0,4.0,3.0,2898.0,POINT(-80.439091 25.755932)
38523241,2545 S BAYSHORE DR APT 203,Miami,FL,33133,62500.0,1.0,1.0,543.0,POINT(-80.233492 25.733368)
38523243,3900 BISCAYNE BLVD # S-308,Miami,FL,33137,403000.0,1.0,1.0,700.0,POINT(-80.189633 25.813714)
38523254,3101 N COUNTRY CLUB DR APT 807,Miami,FL,33180,145000.0,2.0,2.0,994.0,POINT(-80.137581 25.967032)
38523253,41 SE 5TH ST APT 310,Miami,FL,33131,722500.0,2.0,2.0,1441.0,POINT(-80.191836 25.769005)
38523261,7835 SW 119TH PL,Miami,FL,33183,120000.0,3.0,2.0,3011.0,POINT(-80.384825 25.6944)
38523265,1865 BRICKELL AVE APT A1909,Miami,FL,33129,578501.0567366581,3.253236331756704,2.4041736648413257,2133.0,POINT(-80.196305 25.754149)
38523273,7701 SW 93RD AVE,Miami,FL,33173,477500.0,3.0,2.0,2711.0,POINT(-80.343849 25.697034)
38523275,1544 SW 150TH AVE,Miami,FL,33194,344400.0,4.0,3.0,3208.0,POINT(-80.438842 25.752583)
38523279,9461 SW 81ST ST,Miami,FL,33173,565000.0,5.0,4.0,3510.0,POINT(-80.347416 25.694128)
38523285,3101 N COUNTRY CLUB DR APT 611,Miami,FL,33180,164000.0,2.0,2.0,1083.0,POINT(-80.137581 25.967032)
38523284,1344 SW 150TH AVE,Miami,FL,33194,455000.0,4.0,3.0,3208.0,POINT(-80.438685 25.754304)
38523294,1316 SW 150TH AVE,Miami,FL,33194,578501.0567366581,4.0,3.0,3208.0,POINT(-80.438464 25.754551)
38523295,8496 SW 165TH PL,Miami,FL,33193,250000.0,4.0,3.0,2159.0,POINT(-80.461208 25.68667)
38523301,10229 NW 9TH STREET CIR # 113-2,Miami,FL,33172,231000.0,2.0,2.0,1000.0,POINT(-80.362701 25.778198)
38523300,8820 SW 81ST ST,Miami,FL,33173,661000.0,3.0,2.0,2810.0,POINT(-80.336173 25.69393)
38523305,320 BISCAYNE BLVD,Miami,FL,33132,578501.0567366581,3.253236331756704,2.4041736648413257,3047.0232576541885,POINT(-80.1889 25.783)
38523311,8760 SW 81ST ST,Miami,FL,33173,578501.0567366581,3.0,2.0,2019.0,POINT(-80.335167 25.693981)
38523317,9501 SW 81ST ST,Miami,FL,33173,390000.0,3.0,2.0,3073.0,POINT(-80.347928 25.69415)
38523321,720 NW 18TH AVE,Miami,FL,33125,178000.0,2.0,1.0,2237.0,POINT(-80.224697 25.780334)
38523334,12306 SW 147TH TER,Miami,FL,33186,140000.0,2.0,2.0,1308.0,POINT(-80.392471 25.630812)
38523338,1865 BRICKELL AVE APT A1905,Miami,FL,33129,225000.0,3.253236331756704,2.4041736648413257,868.0,POINT(-80.196305 25.754149)
38523336,1865 BRICKELL AVE APT A2002,Miami,FL,33129,278100.0,1.0,1.5,1064.0,POINT(-80.196305 25.754149)
38523339,3900 BISCAYNE BLVD # S-606,Miami,FL,33137,515000.0,1.0,1.0,699.0,POINT(-80.189633 25.813714)
38523340,7720 SW 93RD AVE,Miami,FL,33173,611500.0,3.0,2.0,2406.0,POINT(-80.344637 25.696776)
38523344,3900 BISCAYNE BLVD # S-1204,Miami,FL,33137,610000.0,1.0,1.0,780.0,POINT(-80.189633 25.813714)
38523342,3900 BISCAYNE BLVD # S-1006,Miami,FL,33137,550000.0,1.0,1.0,699.0,POINT(-80.189633 25.813714)
38523352,15232 SW 25TH TER,Miami,FL,33185,183200.0,3.0,2.0,1646.0,POINT(-80.441025 25.743108)
38523358,15421 SW 26TH TER,Miami,FL,33185,312000.0,5.0,4.0,4026.0,POINT(-80.44466 25.74235)
38523362,1660 NE 191ST ST APT 415,Miami,FL,33179,72600.0,2.0,2.0,1315.0,POINT(-80.168937 25.949073)
38523369,8805 SW 81ST ST,Miami,FL,33173,194000.0,4.0,2.0,1872.0,POINT(-80.335863 25.694388)
38523377,900 BISCAYNE BLVD APT 4408,Miami,FL,33132,925000.0,2.0,3.0,1450.0,POINT(-80.190087 25.783418)
38523383,7631 SW 93RD AVE,Miami,FL,33173,578501.0567366581,3.0,2.0,2484.0,POINT(-80.343696 25.697482)
38523379,1291 NW 22ND AVE,Miami,FL,33125,578501.0567366581,3.0,1.5,2406.0,POINT(-80.231047 25.785782)
38523390,3662 FROW AVE,Miami,FL,33133,7500.0,3.253236331756704,2.4041736648413257,3047.0232576541885,POINT(-80.252099 25.72891)
38523396,7415 SW 99TH CT,Miami,FL,33173,235000.0,3.0,1.0,1432.0,POINT(-80.35475 25.699013)
38523406,1865 BRICKELL AVE APT A1908,Miami,FL,33129,580000.0,3.253236331756704,2.4041736648413257,1661.0,POINT(-80.196305 25.754149)
38523400,3900 BISCAYNE BLVD # S-1206,Miami,FL,33137,584700.0,1.0,1.0,699.0,POINT(-80.189633 25.813714)
38523409,15220 SW 25TH TER,Miami,FL,33185,166000.0,3.0,2.5,1959.0,POINT(-80.440808 25.743113)
38523408,1865 BRICKELL AVE APT A1811,Miami,FL,33129,270000.0,3.253236331756704,2.4041736648413257,1362.0,POINT(-80.196305 25.754149)
38523428,8476 SW 165TH PL,Miami,FL,33193,167000.0,3.0,2.5,2058.0,POINT(-80.461212 25.686795)
38523431,3101 N COUNTRY CLUB DR APT 609,Miami,FL,33180,578501.0567366581,1.0,1.5,741.0,POINT(-80.137581 25.967032)
38523433,2915 NW 29TH ST,Miami,FL,33142,200000.0,5.0,2.0,1803.0,POINT(-80.242428 25.802824)
38523432,2130 NW 13TH ST,Miami,FL,33125,770000.0,4.0,3.0,2396.0,POINT(-80.230359 25.785043)
38523439,8795 SW 81ST ST,Miami,FL,33173,578501.0567366581,3.0,2.0,2538.0,POINT(-80.335584 25.69439)
38523441,874 NW 128TH PL,Miami,FL,33182,720000.0,3.0,2.0,1785.0,POINT(-80.404655 25.777404)
38523445,12308 SW 148TH TER,Miami,FL,33186,97100.0,3.0,2.0,1464.0,POINT(-80.392544 25.629903)
38523446,9220 SW 76TH TER,Miami,FL,33173,450000.0,4.0,2.0,3827.0,POINT(-80.343261 25.697658)
38523450,8821 SW 82ND ST,Miami,FL,33173,578501.0567366581,3.0,2.0,2682.0,POINT(-80.336153 25.693619)
38523456,2165 NW 13TH ST,Miami,FL,33125,578501.0567366581,2.0,1.0,1856.0,POINT(-80.230659 25.786023)
38523485,401 BISCAYNE BLVD,Miami,FL,33132,578501.0567366581,3.253236331756704,2.4041736648413257,303597.0,POINT(-80.185821 25.778233)
38523482,1121 NW 77TH ST,Miami,FL,33150,375000.0,3.0,2.0,1644.0,POINT(-80.215643 25.844844)
38523479,8486 SW 165TH PL,Miami,FL,33193,0.0,3.0,2.5,2058.0,POINT(-80.46121 25.686732)
38523494,240 NW 11TH ST,Miami,FL,33136,578501.0567366581,3.253236331756704,2.4041736648413257,3047.0232576541885,POINT(-80.198542 25.784428)
38523497,1865 BRICKELL AVE APT A1802,Miami,FL,33129,578501.0567366581,3.253236331756704,2.4041736648413257,1064.0,POINT(-80.196305 25.754149)
38523506,200 SE 15TH RD APT 4D,Miami,FL,33129,270000.0,2.0,2.0,1017.0,POINT(-80.191311 25.756546)
38523509,8775 SW 81ST ST,Miami,FL,33173,578501.0567366581,4.0,2.0,2553.0,POINT(-80.335242 25.694419)
38523518,3675 FLORIDA AVE,Miami,FL,33133,578501.0567366581,5.0,3.0,1746.0,POINT(-80.25315 25.72859)
38523516,851 NE 1ST AVE UNIT 2711,Miami,FL,33132,1651300.0,3.0,4.0,2188.0,POINT(-80.191819 25.782462)
38523523,1865 BRICKELL AVE APT A2013,Miami,FL,33129,752500.0,2.0,2.0,1467.0,POINT(-80.196305 25.754149)
38523529,940 NW 134TH PL,Miami,FL,33182,127000.0,3.0,2.0,1747.0,POINT(-80.413468 25.778526)
38523544,724 NW 22ND ST,Miami,FL,33127,578501.0567366581,3.253236331756704,2.4041736648413257,3047.0232576541885,POINT(-80.207959 25.797739)
38523542,7839 SW 119TH PL,Miami,FL,33183,515000.0,3.0,2.0,3331.0,POINT(-80.38482 25.69427)
38523551,200 BISCAYNE BOULEVARD WAY APT 4708,Miami,FL,33131,984000.0,2.0,2.5,1500.0,POINT(-80.189544 25.770527)
38523548,1430 SW 150TH AVE,Miami,FL,33194,369000.0,4.0,3.0,3905.0,POINT(-80.439006 25.753569)
38523552,9620 SW 78TH ST,Miami,FL,33173,339000.0,3.0,2.0,1468.0,POINT(-80.349497 25.696173)
38523554,15430 SW 82ND LN APT 622,Miami,FL,33193,200000.0,3.0,2.0,1170.0,POINT(-80.443091 25.69008)
38523564,15319 SW 24TH ST,Miami,FL,33185,578501.0567366581,4.0,3.0,2110.0,POINT(-80.442914 25.74433)
38523578,12312 SW 147TH TER,Miami,FL,33186,102000.0,3.0,2.0,1464.0,POINT(-80.392711 25.630786)
38523582,1043 NW 77TH ST,Miami,FL,33150,73500.0,3.0,2.0,1771.0,POINT(-80.21405 25.844908)
38523581,1865 BRICKELL AVE APT A1913,Miami,FL,33129,485000.0,3.253236331756704,2.4041736648413257,1467.0,POINT(-80.196305 25.754149)
38523586,200 BISCAYNE BOULEVARD WAY APT 4508,Miami,FL,33131,765000.0,2.0,2.5,1500.0,POINT(-80.189544 25.770527)
38523585,1019 NW 77TH ST,Miami,FL,33150,578501.0567366581,3.0,1.0,1492.0,POINT(-80.213615 25.844923)
38523589,3900 BISCAYNE BLVD # S-404,Miami,FL,33137,295800.0,1.0,1.0,780.0,POINT(-80.189633 25.813714)
38523587,3900 BISCAYNE BLVD # S-1104,Miami,FL,33137,581800.0,1.0,1.0,780.0,POINT(-80.189633 25.813714)
38523605,1238 SW 149TH PATH,Miami,FL,33194,289000.0,4.0,3.0,2898.0,POINT(-80.438252 25.755214)
38523616,8488 SW 166TH PL,Miami,FL,33193,267000.0,4.0,2.5,2078.0,POINT(-80.461894 25.686714)
38523621,900 BISCAYNE BLVD APT 4008,Miami,FL,33132,1100000.0,2.0,3.0,1450.0,POINT(-80.190087 25.783418)
38523623,16455 SW 88TH ST,Miami,FL,33196,12500000.0,3.253236331756704,2.4041736648413257,81767.0,POINT(-80.459162 25.684055)
38523622,851 NE 1ST AVE UNIT 2611,Miami,FL,33132,1760000.0,3.0,4.0,2188.0,POINT(-80.191819 25.782462)
38523630,3101 N COUNTRY CLUB DR APT 702,Miami,FL,33180,120000.0,2.0,2.0,1083.0,POINT(-80.137581 25.967032)
38523629,8800 SW 80TH ST,Miami,FL,33173,578501.0567366581,4.0,2.0,2208.0,POINT(-80.335867 25.69464)
38523631,1865 BRICKELL AVE APT A2101,Miami,FL,33129,567500.0,2.0,2.0,1661.0,POINT(-80.196305 25.754149)
38523626,15411 SW 26TH TER,Miami,FL,33185,325000.0,3.0,2.0,3004.0,POINT(-80.444463 25.742331)
38523636,15226 SW 25TH TER,Miami,FL,33185,162000.0,3.0,2.5,1687.0,POINT(-80.440918 25.743104)
38523641,3101 N COUNTRY CLUB DR APT 512,Miami,FL,33180,298000.0,2.0,2.0,994.0,POINT(-80.137581 25.967032)
38523644,1131 SUNSET RD,Miami,FL,33143,625000.0,3.0,3.0,2810.0,POINT(-80.27454 25.705174)
38523651,851 NE 1ST AVE UNIT 2811,Miami,FL,33132,1590000.0,3.0,4.0,2188.0,POINT(-80.191819 25.782462)
38523657,9855 N SNAPPER CREEK DR,Miami,FL,33173,229900.0,3.0,2.0,1625.0,POINT(-80.354218 25.696178)
38523663,1202 SW 149TH PATH,Miami,FL,33194,375000.0,4.0,3.0,4788.0,POINT(-80.43826 25.755525)
38523666,2450 SW 153RD PASS,Miami,FL,33185,221000.0,4.0,3.0,2110.0,POINT(-80.444104 25.743701)
38523675,8498 SW 166TH PL,Miami,FL,33193,263500.0,3.0,2.5,2016.0,POINT(-80.461891 25.686651)
38523673,690 SW 1ST CT APT 2028,Miami,FL,33130,220000.0,3.253236331756704,1.0,638.0,POINT(-80.196227 25.7679)
38523678,3101 N COUNTRY CLUB DR APT 601,Miami,FL,33180,39900.0,2.0,2.0,994.0,POINT(-80.137581 25.967032)
38523680,9544 SW 82ND ST,Miami,FL,33173,578501.0567366581,3.0,2.0,1763.0,POINT(-80.348855 25.693262)
38523679,9250 SW 76TH TER,Miami,FL,33173,505000.0,4.0,2.5,3514.0,POINT(-80.343849 25.697721)
38523689,690 SW 1ST CT APT 1130,Miami,FL,33130,99400.0,3.253236331756704,1.0,638.0,POINT(-80.196227 25.7679)
